Id,XGBoostMila,XGBoostGor,CatboostMila,CatBoostGor
1860,145496.87869244846,133936.9054699809,149153.35238195918,133936.9054699809
1861,126925.09075001377,116532.71851822894,127939.51150824706,116532.71851822894
1862,311533.3253861441,295831.63469878695,333552.00528313866,295831.63469878695
1863,318320.33412183257,291086.83455777913,324704.14582809096,291086.83455777913
1864,318320.33412183257,292410.7221749796,324704.14582809096,292410.7221749796
1865,330482.16272729705,314419.19046012615,327788.05386824306,314419.19046012615
1866,348067.31634378334,324684.19475646614,348362.0031155288,324684.19475646614
1867,247647.36938981296,239690.0247646834,244157.9520227271,239690.0247646834
1868,327611.3454559227,288353.9916441331,303464.72362210247,288353.9916441331
1869,205119.47067065886,203652.4000354719,205229.19931236783,203652.4000354719
1870,260189.1563929179,249262.68682410603,230044.94345660013,249262.68682410603
1871,242461.44449240254,247661.12946113863,243247.12087187485,247661.12946113863
1872,173718.60456409527,171955.18793370415,166158.32490266688,171955.18793370415
1873,212052.05624161114,230899.70925210865,219242.90400156565,230899.70925210865
1874,142756.56220833128,147750.80036977015,158190.8559122374,147750.80036977015
1875,207938.29769225285,210785.33436935328,212013.03643729034,210785.33436935328
1876,193747.65200810044,199199.7126594308,195723.7312444893,199199.7126594308
1877,208620.14092134597,201209.1234555931,216103.07567094805,201209.1234555931
1878,201642.8463418275,202113.27174784325,204333.01287818447,202113.27174784325
1879,134367.64998187317,132088.432803551,130790.70777856774,132088.432803551
1880,138332.81930660992,140215.18986791937,140469.18243548446,140215.18986791937
1881,234179.9596978232,247630.22846908163,249925.5125190509,247630.22846908163
1882,244941.82659534074,241235.45193067729,248992.95834099883,241235.45193067729
1883,194887.6070049361,206410.5193859388,189344.1058904327,206410.5193859388
1884,214290.2746406807,211962.36983746768,206203.9128855664,211962.36983746768
1885,265660.61970919184,247025.00322050008,257291.2815855476,247025.00322050008
1886,309482.2385357635,283788.71310644486,293601.01259584195,283788.71310644486
1887,200206.86996791707,201421.5082771262,196675.92852651238,201421.5082771262
1888,300248.50475273543,269388.58264064445,298194.2606048157,269388.58264064445
1889,167851.03600761088,169298.31894134305,160328.37535452686,169298.31894134305
1890,141300.1251432935,142265.13075609953,135101.15902074016,142265.13075609953
1891,144192.21489525688,137444.15460661455,145941.24022012917,137444.15460661455
1892,106751.5689765398,106855.81209036509,101917.60519957615,106855.81209036509
1893,132803.95082330442,135975.01258473768,141032.29400358428,135975.01258473768
1894,120356.5582786735,131838.83486864032,124841.2614054921,131838.83486864032
1895,149653.53504789493,153104.64962345187,149146.5500190417,153104.64962345187
1896,132956.50444127902,135633.28053631366,128535.8689779527,135633.28053631366
1897,115433.66982341345,118364.86219278454,119756.05202332443,118364.86219278454
1898,107446.26055051142,105435.73992467702,115289.58795174604,105435.73992467702
1899,152590.99905017795,143433.30711882142,153406.89789794345,143433.30711882142
1900,147017.52095783665,142894.19396138948,156445.4367978363,142894.19396138948
1901,196756.73784321072,172428.4072034123,174416.80655163428,172428.4072034123
1902,138121.01612012953,140801.082492907,145021.3267689436,140801.082492907
1903,219777.26748096847,218187.33136901667,236130.37274264335,218187.33136901667
1904,136989.86981575435,128099.85838614107,132042.75387671907,128099.85838614107
1905,194124.86133229118,191218.8628115598,193461.06337052968,191218.8628115598
1906,187530.39907400566,169290.83890857967,169598.27191482525,169290.83890857967
1907,206336.2955693047,198351.70986652572,205109.30192732048,198351.70986652572
1908,111196.2986351958,112779.32703256643,113673.4846224398,112779.32703256643
1909,142827.91433235927,139233.72182461806,139332.02908407105,139233.72182461806
1910,124985.661097838,123997.71906331764,123122.72593077298,123997.71906331764
1911,219432.50116550262,209155.9358505331,222433.49027454178,209155.9358505331
1912,296265.39801255113,270090.6804527112,312472.5271711507,270090.6804527112
1913,135117.42355053415,120010.2441475928,136124.79221045645,120010.2441475928
1914,42220.95273720619,53649.54087927762,50684.36325383694,53649.54087927762
1915,302492.1345347402,247011.43292719504,304986.91836593294,247011.43292719504
1916,89797.45631785106,58527.019075313096,74496.4899709149,58527.019075313096
1917,276826.798574776,263221.6189986924,267568.56857220863,263221.6189986924
1918,137322.58636357015,132531.97560016232,139162.71197742058,132531.97560016232
1919,169313.78727502978,176255.5072600164,178690.8243591987,176255.5072600164
1920,143612.91508520726,127538.92295683036,147348.06925059934,127538.92295683036
1921,472864.73919068865,398827.4556635229,460227.4288994861,398827.4556635229
1922,336422.4980800936,319105.17358558695,315238.5290430007,319105.17358558695
1923,218657.5536393227,198272.63478044976,220254.35852432938,198272.63478044976
1924,209340.4790557162,205769.1942899758,214260.40970549278,205769.1942899758
1925,222454.18183714617,207410.33324562752,210450.34908735982,207410.33324562752
1926,399535.75654026814,392970.3043117987,401218.0413025915,392970.3043117987
1927,130425.26250977494,136701.26133058209,137446.28611309148,136701.26133058209
1928,162702.39042392452,160247.54303576093,146132.73962557624,160247.54303576093
1929,127343.09610316282,123519.22056716013,122774.77466501704,123519.22056716013
1930,147412.52324949548,145424.995481857,148544.79561638893,145424.995481857
1931,140606.7260877348,136490.73431568145,149480.63557254354,136490.73431568145
1932,137275.7328492048,141115.8277188987,140393.83437627595,141115.8277188987
1933,171835.11780995,192968.84612091412,175320.21663439836,192968.84612091412
1934,184523.63845585645,184937.49473370175,185767.35962297558,184937.49473370175
1935,176435.73819604266,176258.67795970934,176055.3996352657,176258.67795970934
1936,193477.10211959487,192667.57198573972,187555.32936031435,192667.57198573972
1937,181714.68973183015,179981.02463097544,187940.17699349046,179981.02463097544
1938,161044.90693709382,169969.88082424185,157732.90625491014,169969.88082424185
1939,236362.53266862256,248727.03307627828,250866.83773543636,248727.03307627828
1940,182532.22970432762,191338.0553071516,176622.2225446756,191338.0553071516
1941,175081.75741128283,175130.51678647543,171366.87062372547,175130.51678647543
1942,182742.6437261824,184781.33458933677,178525.35724034713,184781.33458933677
1943,183547.31295610106,192859.5107173708,191771.8050999972,192859.5107173708
1944,309042.2095760974,332146.1877677274,316460.9392665595,332146.1877677274
1945,362571.5702643232,368139.88632918487,359796.0692934003,368139.88632918487
1946,130250.8688541348,144969.73839323525,127161.40881860102,144969.73839323525
1947,314537.69746183156,318238.8261479093,311385.0803195787,318238.8261479093
1948,163948.6714220157,175069.783250127,159066.30224921345,175069.783250127
1949,226377.78351396852,218645.71784899637,228829.8415708653,218645.71784899637
1950,177562.56859386005,180787.82897997883,179186.2566890341,180787.82897997883
1951,236542.72721339023,251366.83708681457,230609.65095380315,251366.83708681457
1952,201625.72205519295,206783.5379713283,195672.32312047333,206783.5379713283
1953,162403.44235342497,163071.2638920142,162111.7659024911,163071.2638920142
1954,212453.7035625132,194750.2822073246,196571.90729864535,194750.2822073246
1955,133380.601851592,128237.9313797813,130158.63563187339,128237.9313797813
1956,282625.0583993738,267895.04526828177,274670.7718918026,267895.04526828177
1957,149379.81959422567,146883.58567911317,142432.78014033803,146883.58567911317
1958,323679.56384151813,322587.62940126064,329967.1443059226,322587.62940126064
1959,132320.07478620298,129596.26485935051,136398.54194321122,129596.26485935051
1960,123482.62103793577,107992.97434579144,112707.468495873,107992.97434579144
1961,118785.2703328485,116447.57582264698,116842.4750042757,116447.57582264698
1962,91645.35247314007,96871.32108567304,94295.14385126252,96871.32108567304
1963,97740.00400181134,108947.71226089475,105908.08941558514,108947.71226089475
1964,114386.86010439582,117025.20289403938,107142.09384986733,117025.20289403938
1965,151860.8439253157,156434.20923739998,141416.45525947228,156434.20923739998
1966,146767.21322204842,155294.98509428688,145044.68615583648,155294.98509428688
1967,287038.88847653725,283154.6544992804,282245.8019863337,283154.6544992804
1968,415806.2119497195,440752.7855215448,404414.6783856732,440752.7855215448
1969,410447.0264395707,419750.431006831,412164.89425524353,419750.431006831
1970,473139.8976656239,438110.03758270416,478081.8145398437,438110.03758270416
1971,477955.332029958,405707.412492004,493383.19881140837,405707.412492004
1972,373579.4507019971,387302.0002080729,399871.8842624378,387302.0002080729
1973,284513.54532296176,264661.5819663749,266631.60154236737,264661.5819663749
1974,308079.83938918763,312075.9029539863,317231.2878000535,312075.9029539863
1975,392841.2998767548,450701.3897429507,460585.2710832526,450701.3897429507
1976,272775.97465369385,268765.4279123933,280876.4305242032,268765.4279123933
1977,374366.76848739677,364660.57141559664,395884.8969949721,364660.57141559664
1978,370207.7773806782,368555.4632830585,349238.3831148653,368555.4632830585
1979,328196.62209321576,342100.6717231061,326026.6256353038,342100.6717231061
1980,193126.07164956752,186183.39204525985,188122.50296737248,186183.39204525985
1981,353479.5686005328,295246.60273905424,334765.7429481452,295246.60273905424
1982,226611.19901485345,230841.7365176724,224661.18992441267,230841.7365176724
1983,203482.0772262097,217237.4365073476,203427.7037018685,217237.4365073476
1984,168473.2105868498,156818.68512351633,168702.40449838788,156818.68512351633
1985,208611.8360672575,209778.02718396464,217694.81547658538,209778.02718396464
1986,200549.9657582185,210873.1121260802,215563.32558807277,210873.1121260802
1987,170443.51490632497,164922.15312931527,174531.67349851516,164922.15312931527
1988,174150.3324154251,178122.54521153253,175711.10167870656,178122.54521153253
1989,188264.27266006175,188335.71462044364,190266.74985423766,188335.71462044364
1990,222854.32730847417,218995.9910147754,209674.1336532368,218995.9910147754
1991,264781.9220791834,263628.24682136666,245267.86156634823,263628.24682136666
1992,215341.66848509718,212083.26543203357,217754.65876479767,212083.26543203357
1993,171891.6172810423,163311.25695780214,168175.20144329185,163311.25695780214
1994,246927.50958188105,240424.8071596512,245318.8046038551,240424.8071596512
1995,181633.2197482733,173363.78979272227,188099.58383938487,173363.78979272227
1996,241083.48259860085,244789.3182765469,255107.19130064372,244789.3182765469
1997,325936.31707726227,313053.3205429628,305633.99945258145,313053.3205429628
1998,372609.9087066929,371088.1575195852,346944.53339542466,371088.1575195852
1999,247914.47218951755,261951.4332453722,246098.1777136307,261951.4332453722
2000,307202.31743109657,338848.07640198444,303710.69169615186,338848.07640198444
2001,259819.142383329,248369.99639547084,253206.5089509659,248369.99639547084
2002,231079.4934136587,245214.73417879,243210.87778744404,245214.73417879
2003,252336.04245585814,267018.8638855609,264909.34928772354,267018.8638855609
2004,269749.051491178,289503.3350550187,275290.71495199425,289503.3350550187
2005,221031.10623178133,205011.4810578575,227998.34937245309,205011.4810578575
2006,222301.07207181977,233560.4799266215,225148.91117518026,233560.4799266215
2007,256110.71107348416,244348.1371044034,262430.3602525689,244348.1371044034
2008,215007.71676917587,215829.09489960043,213901.69238775977,215829.09489960043
2009,190412.6853432454,191384.31394634396,186930.59892545748,191384.31394634396
2010,192933.20605580587,188603.59792610604,192059.72735551884,188603.59792610604
2011,131064.64967768225,131053.92213039192,124606.21241983862,131053.92213039192
2012,176988.16131732028,171354.07382807648,180289.63285129942,171354.07382807648
2013,182615.5790779223,184409.1696429313,179799.78450217668,184409.1696429313
2014,185071.27724183683,185697.40339106176,180435.98895279667,185697.40339106176
2015,190268.82122921894,191560.302242648,194526.94560800443,191560.302242648
2016,192666.38995234974,190151.6233629133,190216.7242914177,190151.6233629133
2017,184241.7950753033,208201.7647870496,198699.26743426372,208201.7647870496
2018,123553.91924345028,126172.4074815174,126194.16378074842,126172.4074815174
2019,134537.1850449598,124187.27767409007,134810.4872442499,124187.27767409007
2020,110615.16575818861,113557.59539360214,112989.51169371592,113557.59539360214
2021,111161.5707169873,101560.96466654624,111389.33976251613,101560.96466654624
2022,190526.50633144836,177610.7603651369,186529.7005823963,177610.7603651369
2023,136638.94397704885,135450.23646445386,130988.97401811516,135450.23646445386
2024,241530.58222459705,225022.1285911675,238387.87966190322,225022.1285911675
2025,350613.0383228364,334136.9609514922,348178.55074305163,334136.9609514922
2026,172375.36155669548,180531.98345965016,175891.05963695006,180531.98345965016
2027,144777.16481578234,157072.44702514232,147551.17935886796,157072.44702514232
2028,155538.76640625787,150042.49170447086,157014.39219258266,150042.49170447086
2029,164075.3306113498,161952.31380283064,168529.15200098907,161952.31380283064
2030,275575.716837446,250904.2109165165,279145.43846261385,250904.2109165165
2031,235051.2552144138,243677.07316021348,233950.27012073793,243677.07316021348
2032,248646.59510509463,251273.7168668625,248138.2576378403,251273.7168668625
2033,268166.93804016494,243982.077975578,263483.1685913136,243982.077975578
2034,159889.2992901643,155336.30098894725,160960.3097794297,155336.30098894725
2035,212593.6108987824,213865.75862811555,222811.89025174797,213865.75862811555
2036,192688.5227627094,188509.6791907138,180561.51882377957,188509.6791907138
2037,196746.91237275925,195178.5800408432,182215.2770718096,195178.5800408432
2038,282771.90321274253,319903.433405862,278546.169137305,319903.433405862
2039,217525.53322834906,216542.83787307944,218507.4515190441,216542.83787307944
2040,369524.17490409967,325551.2980252164,320954.8907136781,325551.2980252164
2041,309966.8948239603,292594.12457346154,293280.4960810746,292594.12457346154
2042,201181.42475807274,202934.2590756965,202514.07725051726,202934.2590756965
2043,171185.67039167625,173994.52303854594,161904.8149273714,173994.52303854594
2044,167979.5925266417,169480.7280152478,167647.19854237098,169480.7280152478
2045,208926.22141467023,217134.24927325244,212569.33014216236,217134.24927325244
2046,131770.40149508437,141216.25153420187,131531.20739737657,141216.25153420187
2047,146614.5999100334,145646.2809080983,145383.76194394365,145646.2809080983
2048,137267.0599728938,124355.0555676166,136409.22447936924,124355.0555676166
2049,126595.01197170273,131731.0072681368,125405.21480849369,131731.0072681368
2050,181448.0010722385,184651.73607492275,180982.30339799466,184651.73607492275
2051,112101.73952616761,122783.34136982234,113277.00254747567,122783.34136982234
2052,126111.30241346157,120133.28677696864,124373.59283603347,120133.28677696864
2053,145169.506877871,148022.4854573776,147924.79390910402,148022.4854573776
2054,80456.37496901209,77327.11002804185,90704.33410546117,77327.11002804185
2055,159107.1673230633,167221.2418232083,156337.066005401,167221.2418232083
2056,151425.17233923989,146708.33218920804,148915.20654243336,146708.33218920804
2057,123405.24140770138,121978.00870764586,120532.12685652029,121978.00870764586
2058,222450.33791414028,232650.38023726887,215323.7154228762,232650.38023726887
2059,132052.84892640976,125442.74890017252,131828.26931744412,125442.74890017252
2060,167095.51689122195,178289.65259865613,163610.08778592385,178289.65259865613
2061,192860.38627526196,179598.7409104747,180939.76935843934,179598.7409104747
2062,132732.3150346039,134769.07509068362,129848.03724498463,134769.07509068362
2063,115906.82020269845,111332.66800959042,116433.80686532942,111332.66800959042
2064,137609.52048079096,134486.88094367707,135630.69827332496,134486.88094367707
2065,121394.35791976203,119599.55061007277,119188.44831949973,119599.55061007277
2066,177872.33857766015,182397.74164852736,168296.1433892183,182397.74164852736
2067,114434.59266881808,111333.17458331485,128127.6879932999,111333.17458331485
2068,122892.33126559408,122443.33706806412,126353.3669853766,122443.33706806412
2069,91569.30833339809,82510.57773770449,93778.40970852827,82510.57773770449
2070,112376.72979732457,112303.03779250612,108952.5153683479,112303.03779250612
2071,83642.58681133854,89507.26261814752,92654.09403166466,89507.26261814752
2072,128720.49013175006,119946.66364115824,123211.56941472994,119946.66364115824
2073,145240.08522209147,137536.85314381015,149366.04710599995,137536.85314381015
2074,190810.01437378238,183796.97066085905,191518.58299216937,183796.97066085905
2075,146241.89712838075,146070.4471812838,144280.68491308478,146070.4471812838
2076,120066.80526489689,127100.76325140931,127679.80888913176,127100.76325140931
2077,146718.25222638575,155438.33299479904,143126.08300104376,155438.33299479904
2078,124060.17345149648,130939.07236024586,121620.71358877775,130939.07236024586
2079,132177.83087654252,133268.53336193733,137587.73775759924,133268.53336193733
2080,116245.18560695088,121687.23986494176,117548.4595157072,121687.23986494176
2081,120880.97668496918,124530.98428749412,125410.04629144633,124530.98428749412
2082,124707.77569969145,126968.76738274722,130337.46148693994,126968.76738274722
2083,136821.07122352312,142924.84594448828,137666.91393846602,142924.84594448828
2084,107223.7618463868,117977.5445843772,106031.41142720233,117977.5445843772
2085,116844.33170374321,125748.85476708012,114592.96471770004,125748.85476708012
2086,137782.77362887198,131042.59628911552,141597.7050021762,131042.59628911552
2087,124582.46342550954,117022.12226643844,122296.6281180106,117022.12226643844
2088,89182.82155451001,99419.23936918747,90583.03455114862,99419.23936918747
2089,78818.00646647453,86433.35635587858,75811.97687406527,86433.35635587858
2090,124515.61517892458,130567.74483975078,127210.39735655708,130567.74483975078
2091,126973.74656498642,133519.94766994732,116757.56149714552,133519.94766994732
2092,127343.75899108515,127403.71097734144,126855.57998216835,127403.71097734144
2093,134011.14806831235,126099.2386703688,128803.46670169094,126099.2386703688
2094,118824.67930141503,131795.0773887779,107886.55343468407,131795.0773887779
2095,158670.17949052976,151033.36325331443,150756.05096030442,151033.36325331443
2096,87273.52828261376,83154.5672914169,81527.95398295225,83154.5672914169
2097,79076.35905101585,97518.91335059522,86988.95635286547,97518.91335059522
2098,150937.4292540636,143570.43998480303,144672.04120596082,143570.43998480303
2099,61131.66961485601,68949.08019909733,57938.138964502345,68949.08019909733
2100,107169.80589172154,92307.18406753584,117423.11522352655,92307.18406753584
2101,125358.8076662496,132061.35037390943,116562.15477502538,132061.35037390943
2102,129204.34755829918,119994.05735607963,134119.21272145913,119994.05735607963
2103,104626.67912536391,103906.28219538252,104676.2388747384,103906.28219538252
2104,122214.36526464179,132745.7069462595,133563.1595880191,132745.7069462595
2105,118910.88901497486,129318.56258843972,120214.3587790564,129318.56258843972
2106,63944.26113229175,68359.87833114291,70746.64123535395,68359.87833114291
2107,179530.84763325358,202403.6041787112,205790.66322871705,202403.6041787112
2108,122844.55539257548,119115.52311811793,115399.77360859771,119115.52311811793
2109,113288.18309274934,123092.94372191868,105764.76307827205,123092.94372191868
2110,138262.91813986018,128169.97277629228,137604.26426536735,128169.97277629228
2111,166693.25090790627,157356.65113469967,162542.73857041242,157356.65113469967
2112,139644.86002690188,129885.5293309283,148653.13541617995,129885.5293309283
2113,126671.54360150837,124562.17395493008,125668.97486279112,124562.17395493008
2114,113700.27290496306,117240.75188468576,121830.01331314439,117240.75188468576
2115,157051.40569564467,150530.57915495842,164563.2578125306,150530.57915495842
2116,116819.43257928595,113779.47636994808,118420.99560657114,113779.47636994808
2117,148373.01439237324,141930.53844529984,152511.05316786747,141930.53844529984
2118,121464.85344862333,117403.649720604,124903.23700257647,117403.649720604
2119,99191.21700976767,110648.22731275084,105013.80082267246,110648.22731275084
2120,124211.27107448957,118275.72563761284,123017.99013369872,118275.72563761284
2121,99328.8354436923,101804.94472688805,108653.90320868012,101804.94472688805
2122,93452.2509780749,107317.2365767233,104327.8729878271,107317.2365767233
2123,93564.36423601236,88056.28514635404,92159.50638337331,88056.28514635404
2124,162235.06326298343,173699.2383187957,167427.52106275823,173699.2383187957
2125,122197.17901805164,115172.45120927012,123740.6218635308,115172.45120927012
2126,158136.6710720244,158220.7090673567,144159.2720477948,158220.7090673567
2127,128908.43672429357,141658.63705763876,138206.94729183457,141658.63705763876
2128,118227.78219782605,120642.71911293291,125787.11839918346,120642.71911293291
2129,104151.96464430264,108590.64332854238,97742.11275004868,108590.64332854238
2130,141538.76652967292,142545.73445488335,142292.9160775353,142545.73445488335
2131,145134.0839973451,131757.42786956226,145357.98284326965,131757.42786956226
2132,119126.53153909369,124758.14966244924,113042.26005995013,124758.14966244924
2133,116584.81720523194,122043.55097003886,118971.98523839876,122043.55097003886
2134,120264.73726186807,119179.09961238106,118668.74790507565,119179.09961238106
2135,109475.50673463556,105146.29650721634,104301.90106165862,105146.29650721634
2136,77196.31573057592,72407.04492955246,74805.033720107,72407.04492955246
2137,106354.04567955217,105512.32969673938,111246.19217762019,105512.32969673938
2138,142220.66504230868,137213.05992092198,138872.32360657037,137213.05992092198
2139,148515.69583794381,160174.54274602103,146430.1811768083,160174.54274602103
2140,139202.55821971362,138407.74316812027,143447.71799391278,138407.74316812027
2141,147826.19257806017,153433.804085472,157631.9462440488,153433.804085472
2142,130522.58272895715,123830.79140097316,127765.29720605849,123830.79140097316
2143,133778.40366458942,148317.2880817589,130729.06518045125,148317.2880817589
2144,100928.64162645562,105724.0921660876,108532.15795858041,105724.0921660876
2145,133763.14368532345,130915.49176702318,141047.61735376198,130915.49176702318
2146,169352.82985100924,173257.43535079126,166610.08464180326,173257.43535079126
2147,174274.0157254316,148216.03554886594,159636.25081033458,148216.03554886594
2148,131519.72262436507,137759.1137073974,138775.48441967287,137759.1137073974
2149,141950.16346401093,141391.19215980748,145525.30115901033,141391.19215980748
2150,219731.10164242872,228746.56215033107,220274.31440992848,228746.56215033107
2151,124582.45053033742,128704.81236359784,110599.15277419292,128704.81236359784
2152,174188.06473128663,178580.7447994843,157182.04207583703,178580.7447994843
2153,149969.87921460756,155968.5248277551,153315.2079893812,155968.5248277551
2154,107700.48242599444,110150.23548494336,105627.34313553016,110150.23548494336
2155,138042.31977639272,143229.62522908492,138729.7212650932,143229.62522908492
2156,257055.32818304168,252383.20210106397,249392.00775595015,252383.20210106397
2157,219462.12783125733,225831.23797041897,227117.8648226123,225831.23797041897
2158,235103.46586810148,239423.9840713793,231554.11472528861,239423.9840713793
2159,225591.70242879022,220339.7371041182,214821.23605662378,220339.7371041182
2160,169676.4003064644,161596.47515822688,170525.6074020369,161596.47515822688
2161,246541.26463426804,239656.9353650016,252603.55961954643,239656.9353650016
2162,378492.836002161,362312.3843431345,359556.43103840965,362312.3843431345
2163,356293.29147459404,340027.18255106016,358224.81990592583,340027.18255106016
2164,248817.54934932356,253322.05784082357,261523.52246614324,253322.05784082357
2165,175616.74255321524,190900.1035899945,186443.7810455651,190900.1035899945
2166,152127.86282266918,150564.16871924335,157372.17515408114,150564.16871924335
2167,208195.44894330276,201389.52011886297,215103.6755324542,201389.52011886297
2168,208369.1433832655,212693.07072037776,201903.76062232198,212693.07072037776
2169,196890.07951650096,194567.3766840016,198613.38604914225,194567.3766840016
2170,217132.68083603244,217873.1706746716,220837.704223674,217873.1706746716
2171,158255.1445610354,166585.6980197488,157399.01846186508,166585.6980197488
2172,144584.4699109389,137927.3240755971,140050.24645100173,137927.3240755971
2173,177717.4401073658,191824.58639729227,173383.26448306948,191824.58639729227
2174,227844.37598546906,222025.41497964415,221036.5066754617,222025.41497964415
2175,316905.05768311984,311310.4834841849,311517.8384066944,311310.4834841849
2176,320334.3076675823,310502.53726063314,321381.6554624761,310502.53726063314
2177,236848.2704245268,243856.8878338267,230244.0347248168,243856.8878338267
2178,216253.74188165672,219130.4975641861,211148.71170432595,219130.4975641861
2179,141147.42806939542,141862.8103698598,141256.67521462287,141862.8103698598
2180,208835.7585125044,211421.187208526,223361.2663674773,211421.187208526
2181,189544.1301751303,181122.85150086577,181138.74362913097,181122.85150086577
2182,235162.34149129444,227202.26325831143,231520.42424743818,227202.26325831143
2183,189550.71859490708,191865.3960309528,192133.46123371355,191865.3960309528
2184,132835.3102034316,123371.88202204404,126624.72185622745,123371.88202204404
2185,134297.83828474645,140091.67854786888,136577.72688946693,140091.67854786888
2186,141520.88869432642,142475.47579947772,142727.6990728051,142475.47579947772
2187,150945.64993152238,152131.33801121038,159347.02725573865,152131.33801121038
2188,162835.02776557114,160783.26873549214,163146.31488381815,160783.26873549214
2189,242536.01681071662,208478.69283402868,244574.0540275848,208478.69283402868
2190,91176.84091481604,81416.7633509301,85521.31509781459,81416.7633509301
2191,94277.39072814617,94971.42274353695,88301.6032886971,94971.42274353695
2192,89814.47317250095,87287.97087780213,88287.53553988248,87287.97087780213
2193,98084.71195026905,103568.66763359422,102301.95249952705,103568.66763359422
2194,106705.58876628253,112261.86316014169,108859.23029259696,112261.86316014169
2195,110574.46783086576,108639.36505907528,111776.93767985045,108639.36505907528
2196,112973.89755938509,99116.5700948548,110378.22477834074,99116.5700948548
2197,108928.59232908153,123436.33581368143,113348.2821568941,123436.33581368143
2198,161911.2967250558,170305.35863217225,149068.08867023382,170305.35863217225
2199,172646.0532788152,169450.81518527702,173586.76777387192,169450.81518527702
2200,136081.02708102335,145405.8295786889,140117.26644202415,145405.8295786889
2201,135717.8328342009,148004.44848420922,144103.625151684,148004.44848420922
2202,216588.95404749332,212345.41833404795,200724.9033220313,212345.41833404795
2203,148747.68884411463,146833.28116097403,130019.8861494962,146833.28116097403
2204,196036.96791840167,181816.58263684492,193972.00570145532,181816.58263684492
2205,108686.91662590645,103034.54926006951,112050.06088252162,103034.54926006951
2206,126071.13599955931,139169.6099136516,128239.9121673683,139169.6099136516
2207,225142.76730636854,216354.2512259606,217075.718795809,216354.2512259606
2208,250967.62187142097,242288.05498839,259387.11732938365,242288.05498839
2209,210521.55125001096,211492.70734591165,205545.6091533391,211492.70734591165
2210,119158.93400174471,126581.79939058478,124460.6207721451,126581.79939058478
2211,111887.82664977277,115085.81386750525,114850.96346092534,115085.81386750525
2212,105241.14990902523,107421.55844332567,108720.71734302929,107421.55844332567
2213,103744.12602050393,112227.9391394912,95322.4207321751,112227.9391394912
2214,138725.87259455258,141033.5020591653,131152.8954064583,141033.5020591653
2215,108735.10544681847,108700.88847835736,114207.12889156606,108700.88847835736
2216,139394.052092424,140119.889490176,142834.82567066717,140119.889490176
2217,83442.48885384055,77751.06247078806,79536.52607217483,77751.06247078806
2218,63479.85861344171,67392.98414229795,75017.21323006939,67392.98414229795
2219,50414.63382710822,53415.39283739385,66756.88038549788,53415.39283739385
2220,53576.14388848731,59226.31615520173,62193.28607858737,59226.31615520173
2221,302867.1847269297,260423.40662066304,312412.61987775675,260423.40662066304
2222,234897.3697766633,209667.29949159385,255308.14309057724,209667.29949159385
2223,250675.0826549851,286659.38843430986,255832.22476860613,286659.38843430986
2224,209089.0315365844,209023.51779386617,208358.24091509578,209023.51779386617
2225,128268.08994804368,120739.0623693865,132345.7782609725,120739.0623693865
2226,164981.05876342228,165947.328501109,184623.84143520202,165947.328501109
2227,199229.9447005703,198517.4231905864,203442.1635539283,198517.4231905864
2228,265828.530105545,269924.8150146448,256578.68971630788,269924.8150146448
2229,240156.9334212033,233422.0304263303,254617.36413820495,233422.0304263303
2230,164743.0693541824,167795.72786508128,159402.08481621748,167795.72786508128
2231,216512.8185153223,207803.66404079224,216010.66926412785,207803.66404079224
2232,172896.14123825033,188562.6505370896,167467.51607324334,188562.6505370896
2233,165068.98514512385,160235.71652694975,167284.65642507546,160235.71652694975
2234,235384.6011717958,223452.57601938493,228933.11183564863,223452.57601938493
2235,211935.29925235803,215360.43589203476,209837.26858795536,215360.43589203476
2236,293732.9776280862,263771.3285410769,273914.01965453185,263771.3285410769
2237,350730.76786016085,350527.60822884896,357854.0360130383,350527.60822884896
2238,207539.6100020777,202149.0614887429,207892.26850194286,202149.0614887429
2239,117577.17313995032,111578.3576784345,117542.43357689124,111578.3576784345
2240,162579.78593624328,160957.8750973029,154002.79122071364,160957.8750973029
2241,149756.67546502018,161774.3506152064,147592.6963020157,161774.3506152064
2242,131218.80898842993,130822.0384279986,127259.51293330651,130822.0384279986
2243,134969.6183291205,127478.58343241709,130418.14186214215,127478.58343241709
2244,96048.51363893383,107164.44369810284,107382.61046661518,107164.44369810284
2245,85783.31321519808,108201.83209051318,99159.5383882516,108201.83209051318
2246,141462.6816646052,142273.79740551484,144781.43540988027,142273.79740551484
2247,101422.14395116492,103864.6470680296,108737.46590755743,103864.6470680296
2248,122637.08483668251,124053.91176976464,124436.87857145084,124053.91176976464
2249,127516.52444650415,123786.82347174604,124977.81087120684,123786.82347174604
2250,133371.41399972318,138969.94443617397,137384.31808159608,138969.94443617397
2251,94077.26995991073,98589.09025804947,107090.95449202278,98589.09025804947
2252,171033.6625942014,163231.0272661116,176581.33250778497,163231.0272661116
2253,159506.19516044678,158315.5280382148,155842.59458559097,158315.5280382148
2254,183566.13114995655,178424.8470454303,179773.34318636733,178424.8470454303
2255,195611.4533359461,191044.74599607385,199764.18661173378,191044.74599607385
2256,188417.62301977354,184757.5892700268,188392.77983857837,184757.5892700268
2257,206669.7833208881,187478.5181344459,204625.42581827598,187478.5181344459
2258,168458.1310149502,170232.9288552705,161959.08086155273,170232.9288552705
2259,176612.17733833508,177664.59946403382,172574.99851120595,177664.59946403382
